Date and time      ,Julian Day   ,RA (J2000),Dec (J2000),mag,phase,"dist., AU",elong.
2017-08-16 20:02:00,2457982.45972,5h14m19.9s,+18°22'22.1", -9.99, 28.94%, 0.002496, +64°57'44.0"
2017-08-17 02:02:00, 2457982.70972,    5h34m08.0s, +18°54'51.2", -9.62, 25.46%, 0.002473, +60°28'57.5"
2017-08-17 08:02:00, 2457982.95972,    5h47m28.3s, +19°36'18.7", -9.63, 23.24%, 0.002424, +57°31'57.2"
2017-08-17 14:02:00, 2457983.20972,    5h57m40.1s, +19°42'21.0", -9.23, 21.67%, 0.002438, +55°22'03.7"
2017-08-17 20:02:00, 2457983.45972,    6h14m19.1s, +19°27'21.6", -9.30, 19.08%, 0.002485, +51°41'46.8"
2017-08-18 02:02:00, 2457983.70972,    6h34m48.0s, +19°36'06.3", -8.96, 16.04%, 0.002476, +47°06'40.2"
2017-08-18 08:02:00, 2457983.95972,    6h49m36.6s, +20°00'35.1", -8.75, 14.02%, 0.002425, +43°52'37.7"
2017-08-18 14:02:00, 2457984.20972,    6h59m39.6s, +19°53'29.4", -8.55, 12.75%, 0.002428, +41°45'00.3"
2017-08-18 20:02:00, 2457984.45972,    7h15m03.3s, +19°18'20.0", -8.34, 10.83%, 0.002479, +38°20'07.6"
2017-08-19 02:02:00, 2457984.70972,    7h35m33.2s, +19°02'00.6", -7.95, 8.46%, 0.002483, +33°43'52.2"
2017-08-19 08:02:00, 2457984.95972,    7h51m32.4s, +19°06'22.3", -7.46, 6.83%, 0.002435, +30°13'41.0"
2017-08-19 14:02:00, 2457985.20972,    8h01m30.7s, +18°46'30.7", -7.37, 5.91%, 0.002427, +28°05'05.2"
2017-08-19 20:02:00, 2457985.45972,    8h15m20.4s, +17°55'08.0", -6.90, 4.69%, 0.002478, +24°57'02.6"
2017-08-20 02:02:00, 2457985.70972,    8h35m11.6s, +17°16'01.1", -6.35, 3.16%, 0.002497, +20°25'12.6"
2017-08-20 08:02:00, 2457985.95972,    8h51m57.4s, +16°59'29.9", -5.22, 2.12%, 0.002453, +16°41'24.2"
2017-08-20 14:02:00, 2457986.20972,    9h01m55.9s, +16°27'35.8", -5.26, 1.60%, 0.002435, +14°28'58.7"
2017-08-20 20:02:00, 2457986.45972,    9h14m04.9s, +15°25'14.4", -4.23, 1.03%, 0.002484, +11°37'58.5"
2017-08-21 02:02:00, 2457986.70972,    9h32m47.2s, +14°28'36.5", -2.99, 0.40%, 0.002516, +7°16'25.6"
2017-08-21 08:02:00, 2457986.95972,    9h49m56.1s, +13°53'06.6", 2.51, 0.09%, 0.002479, +3°28'13.4"
2017-08-21 14:02:00, 2457987.20972,   10h00m00.8s, +13°10'17.0", 2.34, 0.02%, 0.002452, +1°24'01.4"
2017-08-21 20:02:00, 2457987.45972,   10h10m35.4s, +12°02'09.8", 3.43, 0.02%, 0.002497, +1°39'16.2"
2017-08-22 02:02:00, 2457987.70972,   10h27m52.0s, +10°54'52.1", -2.19, 0.25%, 0.002540, +5°43'31.5"
2017-08-22 08:02:00, 2457987.95972,   10h45m06.1s, +10°04'26.2", -2.81, 0.73%, 0.002512, +9°48'21.0"
2017-08-22 14:02:00, 2457988.20972,   10h55m24.3s, +9°12'14.6", -4.70, 1.14%, 0.002478, +12°14'02.9"
2017-08-22 20:02:00, 2457988.45972,   11h04m39.7s, +8°02'33.8", -4.17, 1.60%, 0.002516, +14°29'50.7"
2017-08-23 02:02:00, 2457988.70972,   11h20m26.2s, +6°51'29.7", -5.94, 2.55%, 0.002568, +18°20'26.8"
2017-08-23 08:02:00, 2457988.95972,   11h37m34.7s, +5°51'22.8", -6.25, 3.81%, 0.002550, +22°28'16.5"
2017-08-23 14:02:00, 2457989.20972,   11h48m14.5s, +4°51'49.2", -6.99, 4.73%, 0.002510, +25°03'37.2"
2017-08-23 20:02:00, 2457989.45972,   11h56m30.1s, +3°43'24.3", -6.97, 5.53%, 0.002540, +27°07'29.0"
2017-08-24 02:02:00, 2457989.70972,   12h10m50.4s, +2°34'24.2", -7.55, 7.02%, 0.002598, +30°38'32.2"
2017-08-24 08:02:00, 2457989.95972,   12h27m48.5s, +1°30'08.7", -7.79, 8.97%, 0.002590, +34°45'58.7"
2017-08-24 14:02:00, 2457990.20972,   12h38m58.3s, +0°25'36.7", -8.24, 10.39%, 0.002546, +37°30'50.5"
2017-08-24 20:02:00, 2457990.45972,   12h46m34.4s, -0°39'56.8", -8.29, 11.43%, 0.002566, +39°25'13.1"
2017-08-25 02:02:00, 2457990.70972,   12h59m36.9s, -1°42'35.4", -8.54, 13.26%, 0.002627, +42°36'03.7"
2017-08-25 08:02:00, 2457990.95972,   13h16m23.4s, -2°45'48.3", -8.76, 15.76%, 0.002629, +46°40'17.5"
2017-08-25 14:02:00, 2457991.20972,   13h28m11.3s, -3°52'36.1", -9.06, 17.65%, 0.002584, +49°34'38.5"
2017-08-25 20:02:00, 2457991.45972,   13h35m27.7s, -4°54'32.4", -9.16, 18.87%, 0.002593, +51°22'45.9"
2017-08-26 02:02:00, 2457991.70972,   13h47m22.3s, -5°48'05.6", -9.21, 20.86%, 0.002654, +54°13'57.9"
2017-08-26 08:02:00, 2457991.95972,   14h03m57.4s, -6°45'47.0", -9.45, 23.76%, 0.002665, +58°12'48.0"
2017-08-26 14:02:00, 2457992.20972,   14h16m30.8s, -7°51'53.9", -9.64, 26.07%, 0.002619, +61°16'27.2"
2017-08-26 20:02:00, 2457992.45972,   14h23m45.9s, -8°49'49.3", -9.79, 27.43%, 0.002617, +63°01'42.8"
2017-08-27 02:02:00, 2457992.70972,   14h34m42.4s, -9°32'51.8", -9.63, 29.44%, 0.002675, +65°34'45.6"
2017-08-27 08:02:00, 2457992.95972,   14h51m06.1s, -10°21'21.7", -9.97, 32.56%, 0.002695, +69°26'40.1"
2017-08-27 14:02:00, 2457993.20972,   15h04m31.1s, -11°23'41.5", -10.06, 35.21%, 0.002651, +72°39'21.9"
2017-08-27 20:02:00, 2457993.45972,   15h12m01.9s, -12°17'11.5", -10.28, 36.69%, 0.002637, +74°25'05.7"
2017-08-28 02:02:00, 2457993.70972,   15h22m09.2s, -12°49'15.4", -9.66, 38.63%, 0.002690, +76°42'07.3"
2017-08-28 08:02:00, 2457993.95972,   15h38m20.0s, -13°25'43.2", -10.38, 41.82%, 0.002717, +80°26'07.2"
2017-08-28 14:02:00, 2457994.20972,   15h52m40.3s, -14°21'04.9", -10.31, 44.72%, 0.002676, +83°47'34.3"
2017-08-28 20:02:00, 2457994.45972,   16h00m42.1s, -15°09'27.0", -10.67, 46.31%, 0.002652, +85°36'57.2"
2017-08-29 02:02:00, 2457994.70972,   16h10m08.6s, -15°30'41.4", -2.91, 48.11%, 0.002697, +87°40'31.2"
2017-08-29 08:02:00, 2457994.95972,   16h26m02.6s, -15°53'04.4", -10.72, 51.24%, 0.002730, +91°16'01.7"
2017-08-29 14:02:00, 2457995.20972,   16h41m18.6s, -16°38'19.1", -10.26, 54.29%, 0.002693, +94°45'54.3"
2017-08-29 20:02:00, 2457995.45972,   16h50m04.6s, -17°20'23.2", -10.99, 55.96%, 0.002659, +96°41'55.1"
2017-08-30 02:02:00, 2457995.70972,   16h58m57.7s, -17°31'17.0", -10.29, 57.59%, 0.002696, +98°34'51.1"
2017-08-30 08:02:00, 2457995.95972,   17h14m28.4s, -17°38'20.3", -11.00, 60.55%, 0.002734, +102°01'33.0"
2017-08-30 14:02:00, 2457996.20972,   17h30m36.3s, -18°10'31.8", -7.09, 63.62%, 0.002702, +105°39'25.9"
2017-08-30 20:02:00, 2457996.45972,   17h40m17.1s, -18°44'38.6", -11.25, 65.36%, 0.002660, +107°44'49.5"
2017-08-31 02:02:00, 2457996.70972,   17h48m44.0s, -18°45'46.8", -11.01, 66.81%, 0.002686, +109°30'08.0"
2017-08-31 08:02:00, 2457996.95972,   18h03m42.5s, -18°37'05.9", -11.23, 69.49%, 0.002728, +112°47'50.0"
2017-08-31 14:02:00, 2457997.20972,   18h20m33.6s, -18°53'46.5", -10.29, 72.46%, 0.002703, +116°33'07.3"
2017-08-31 20:02:00, 2457997.45972,   18h31m16.0s, -19°17'53.7", -11.47, 74.22%, 0.002654, +118°50'21.9"
2017-09-01 02:02:00, 2457997.70972,   18h39m24.4s, -19°09'47.2", -11.37, 75.49%, 0.002669, +120°31'11.4"
2017-09-01 08:02:00, 2457997.95972,   18h53m40.5s, -18°45'50.4", -11.42, 77.81%, 0.002713, +123°39'45.8"
2017-09-01 14:02:00, 2457998.20972,   19h11m01.9s, -18°45'20.4", -11.22, 80.54%, 0.002696, +127°31'33.8"
2017-09-01 20:02:00, 2457998.45972,   19h22m48.5s, -18°57'18.5", -11.65, 82.25%, 0.002642, +130°02'46.2"
2017-09-02 02:02:00, 2457998.70972,   19h30m46.3s, -18°40'17.0", -11.63, 83.34%, 0.002646, +131°42'21.7"
2017-09-02 08:02:00, 2457998.95972,   19h44m10.8s, -18°02'25.0", -11.56, 85.23%, 0.002691, +134°41'42.2"
2017-09-02 14:02:00, 2457999.20972,   20h01m46.5s, -17°44'12.3", -11.57, 87.59%, 0.002683, +138°38'42.7"
2017-09-02 20:02:00, 2457999.45972,   20h14m36.1s, -17°42'06.3", -11.79, 89.14%, 0.002626, +141°25'30.3"
2017-09-03 02:02:00, 2457999.70972,   20h22m32.3s, -17°16'15.6", -11.83, 90.04%, 0.002618, +143°07'12.0"
2017-09-03 08:02:00, 2457999.95972,   20h34m58.2s, -16°26'35.8", -11.63, 91.47%, 0.002663, +145°57'15.2"
2017-09-03 14:02:00, 2458000.20972,   20h52m31.8s, -15°51'29.8", -11.78, 93.32%, 0.002665, +149°57'38.2"
2017-09-03 20:02:00, 2458000.45972,   21h06m20.1s, -15°34'04.9", -11.87, 94.58%, 0.002608, +153°00'54.9"
2017-09-04 02:02:00, 2458000.70972,   21h14m24.5s, -14°59'18.8", -11.98, 95.27%, 0.002589, +154°48'04.7"
2017-09-04 08:02:00, 2458000.95972,   21h25m49.5s, -14°00'31.5", -11.56, 96.21%, 0.002632, +157°28'56.1"
2017-09-04 14:02:00, 2458001.20972,   21h43m06.1s, -13°10'47.6", -11.93, 97.43%, 0.002643, +161°30'07.8"
2017-09-04 20:02:00, 2458001.45972,   21h57m47.6s, -12°37'52.7", -11.86, 98.26%, 0.002588, +164°49'24.6"
2017-09-05 02:02:00, 2458001.70972,   22h06m11.0s, -11°54'01.2", -12.08, 98.68%, 0.002559, +166°45'14.3"
2017-09-05 08:02:00, 2458001.95972,   22h16m37.6s, -10°49'00.9", -10.93, 99.13%, 0.002598, +169°17'19.9"
2017-09-05 14:02:00, 2458002.20972,   22h33m25.9s, -9°48'12.8", -12.02, 99.65%, 0.002619, +173°14'05.8"
2017-09-05 20:02:00, 2458002.45972,   22h48m55.4s, -9°00'57.8", -11.57, 99.91%, 0.002570, +176°34'48.3"
2017-09-06 02:02:00, 2458002.70972,   22h57m49.6s, -8°08'01.5", -12.14, 99.98%, 0.002531, +178°16'55.7"
2017-09-06 08:02:00, 2458002.95972,   23h07m25.2s, -6°59'37.3", -7.36, 99.97%, 0.002565, +178°07'58.9"
2017-09-06 14:02:00, 2458003.20972,   23h23m37.8s, -5°52'17.4", -12.05, 99.76%, 0.002596, +174°24'55.2"
2017-09-06 20:02:00, 2458003.45972,   23h39m51.6s, -4°53'21.2", -5.16, 99.32%, 0.002553, +170°31'11.4"
2017-09-07 02:02:00, 2458003.70972,   23h49m29.3s, -3°51'49.9", -12.13, 98.95%, 0.002507, +168°13'01.9"
2017-09-07 08:02:00, 2458003.95972,   23h58m25.3s, -2°42'29.9", -11.40, 98.53%, 0.002534, +166°01'38.8"
2017-09-07 14:02:00, 2458004.20972,    0h13m58.9s, -1°33'42.6", -12.03, 97.62%, 0.002573, +162°12'51.9"
2017-09-07 20:02:00, 2458004.45972,    0h30m54.5s, -0°27'09.9", -11.47, 96.40%, 0.002540, +158°04'40.4"
2017-09-08 02:02:00, 2458004.70972,    0h41m29.4s, +0°41'36.7", -12.07, 95.51%, 0.002488, +155°28'04.7"
2017-09-08 08:02:00, 2458004.95972,    0h50m00.3s, +1°49'52.5", -11.75, 94.71%, 0.002507, +153°21'05.6"
2017-09-08 14:02:00, 2458005.20972,    1h04m53.9s, +2°55'01.9", -11.95, 93.21%, 0.002552, +149°42'52.6"
2017-09-08 20:02:00, 2458005.45972,    1h22m29.7s, +4°03'54.2", -11.76, 91.21%, 0.002530, +145°24'57.4"
2017-09-09 02:02:00, 2458005.70972,    1h34m15.6s, +5°17'28.8", -11.94, 89.72%, 0.002475, +142°30'15.7"
2017-09-09 08:02:00, 2458005.95972,    1h42m38.3s, +6°23'04.6", -11.78, 88.60%, 0.002484, +140°26'32.3"
2017-09-09 14:02:00, 2458006.20972,    1h56m52.3s, +7°19'59.9", -11.82, 86.64%, 0.002533, +137°01'26.7"
2017-09-09 20:02:00, 2458006.45972,    2h15m05.7s, +8°25'07.1", -11.72, 83.93%, 0.002523, +132°37'28.0"
2017-09-10 02:02:00, 2458006.70972,    2h28m15.5s, +9°39'44.9", -11.73, 81.82%, 0.002467, +129°24'29.6"
2017-09-10 08:02:00, 2458006.95972,    2h36m48.5s, +10°41'15.2", -11.69, 80.42%, 0.002466, +127°21'25.4"
2017-09-10 14:02:00, 2458007.20972,    2h50m23.0s, +11°26'14.4", -11.62, 78.18%, 0.002516, +124°11'02.0"
2017-09-10 20:02:00, 2458007.45972,    3h09m07.9s, +12°21'18.2", -11.57, 74.90%, 0.002518, +119°44'58.2"
2017-09-11 02:02:00, 2458007.70972,    3h23m51.1s, +13°32'00.3", -11.41, 72.20%, 0.002465, +116°14'14.6"
2017-09-11 08:02:00, 2458007.95972,    3h32m53.1s, +14°27'49.6", -11.50, 70.55%, 0.002453, +114°08'41.1"
2017-09-11 14:02:00, 2458008.20972,    3h45m47.2s, +14°58'22.6", -11.32, 68.21%, 0.002501, +111°13'33.2"
2017-09-11 20:02:00, 2458008.45972,    4h04m51.6s, +15°37'34.7", -11.34, 64.59%, 0.002516, +106°49'26.4"
2017-09-12 02:02:00, 2458008.70972,    4h21m10.9s, +16°38'31.2", -10.79, 61.40%, 0.002467, +103°02'17.6"
2017-09-12 08:02:00, 2458008.95972,    4h30m59.1s, +17°26'35.4", -11.23, 59.53%, 0.002445, +100°50'57.0"
2017-09-12 14:02:00, 2458009.20972,    4h43m10.6s, +17°41'32.4", -10.87, 57.23%, 0.002489, +98°10'32.9"
2017-09-12 20:02:00, 2458009.45972,    5h02m14.8s, +18°00'24.6", -11.03, 53.50%, 0.002515, +93°52'15.5"
2017-09-13 02:02:00, 2458009.70972,    5h20m02.4s, +18°45'41.3", -4.05, 49.99%, 0.002473, +89°50'49.1"
2017-09-13 08:02:00, 2458009.95972,    5h30m49.5s, +19°23'22.6", -10.87, 47.95%, 0.002442, +87°30'34.5"
2017-09-13 14:02:00, 2458010.20972,    5h42m15.7s, +19°22'50.7", -9.77, 45.81%, 0.002479, +85°03'21.7"
2017-09-13 20:02:00, 2458010.45972,    6h00m53.1s, +19°19'04.5", -10.63, 42.22%, 0.002515, +80°54'26.4"
2017-09-14 02:02:00, 2458010.70972,    6h19m49.2s, +19°43'48.9", -9.92, 38.61%, 0.002483, +76°41'34.3"
2017-09-14 08:02:00, 2458010.95972,    6h31m40.8s, +20°08'12.3", -10.40, 36.47%, 0.002443, +74°09'49.4"
2017-09-14 14:02:00, 2458011.20972,    6h42m20.7s, +19°53'21.0", -8.11, 34.57%, 0.002472, +71°53'24.8"
2017-09-14 20:02:00, 2458011.45972,    7h00m01.7s, +19°27'18.9", -10.12, 31.34%, 0.002516, +67°56'56.7"
2017-09-15 02:02:00, 2458011.70972,    7h19m36.7s, +19°28'47.5", -9.74, 27.87%, 0.002495, +63°36'10.8"
2017-09-15 08:02:00, 2458011.95972,    7h32m30.2s, +19°37'18.2", -9.80, 25.74%, 0.002450, +60°51'08.1"
2017-09-15 14:02:00, 2458012.20972,    7h42m26.4s, +19°09'54.5", -9.34, 24.12%, 0.002469, +58°42'32.6"
2017-09-15 20:02:00, 2458012.45972,    7h58m45.6s, +18°24'36.2", -9.47, 21.42%, 0.002519, +55°01'02.2"
2017-09-16 02:02:00, 2458012.70972,    8h18m25.7s, +18°02'57.8", -9.15, 18.34%, 0.002510, +50°36'28.8"
2017-09-16 08:02:00, 2458012.95972,    8h32m12.4s, +17°54'05.2", -9.01, 16.37%, 0.002463, +47°37'25.2"
2017-09-16 14:02:00, 2458013.20972,    8h41m32.0s, +17°16'05.9", -8.80, 15.05%, 0.002471, +45°33'20.6"
2017-09-16 20:02:00, 2458013.45972,    8h56m13.6s, +16°16'24.2", -8.62, 12.98%, 0.002524, +42°08'36.9"
2017-09-17 02:02:00, 2458013.70972,    9h15m29.1s, +15°34'38.2", -8.27, 10.51%, 0.002528, +37°44'51.2"
2017-09-17 08:02:00, 2458013.95972,    9h29m57.4s, +15°08'27.1", -7.93, 8.85%, 0.002480, +34°32'23.3"
2017-09-17 14:02:00, 2458014.20972,    9h38m51.7s, +14°21'39.8", -7.81, 7.86%, 0.002478, +32°29'31.3"
2017-09-17 20:02:00, 2458014.45972,    9h51m52.0s, +13°13'12.2", -7.41, 6.46%, 0.002533, +29°22'36.6"
2017-09-18 02:02:00, 2458014.70972,   10h10m21.3s, +12°16'25.1", -6.97, 4.74%, 0.002549, +25°04'49.0"
2017-09-18 08:02:00, 2458014.95972,   10h25m20.8s, +11°34'43.5", -6.29, 3.56%, 0.002504, +21°41'34.0"
2017-09-18 14:02:00, 2458015.20972,   10h34m03.4s, +10°40'40.7", -6.22, 2.92%, 0.002491, +19°37'05.8"
2017-09-18 20:02:00, 2458015.45972,   10h45m29.0s, +9°28'44.0", -5.46, 2.15%, 0.002544, +16°48'29.3"
2017-09-19 02:02:00, 2458015.70972,   11h03m00.2s, +8°23'06.3", -4.77, 1.24%, 0.002572, +12°44'47.1"
2017-09-19 08:02:00, 2458015.95972,   11h18m23.4s, +7°29'09.7", -3.19, 0.67%, 0.002532, +9°22'12.3"
2017-09-19 14:02:00, 2458016.20972,   11h27m08.6s, +6°29'16.6", -3.02, 0.41%, 0.002509, +7°19'14.1"
2017-09-19 20:02:00, 2458016.45972,   11h37m12.5s, +5°18'04.1", -0.89, 0.19%, 0.002559, +5°00'21.8"
2017-09-20 02:02:00, 2458016.70972,   11h53m41.4s, +4°09'48.3", -0.27, 0.08%, 0.002598, +3°12'18.1"
2017-09-20 08:02:00, 2458016.95972,   12h09m24.0s, +3°07'51.9", 1.44, 0.20%, 0.002564, +5°08'52.7"
2017-09-20 14:02:00, 2458017.20972,   12h18m25.7s, +2°03'38.1", -2.79, 0.36%, 0.002533, +6°49'36.4"
2017-09-20 20:02:00, 2458017.45972,   12h27m24.0s, +0°56'03.9", -1.00, 0.59%, 0.002577, +8°45'14.6"
2017-09-21 02:02:00, 2458017.70972,   12h42m51.4s, -0°09'20.4", -4.65, 1.18%, 0.002624, +12°25'22.1"
2017-09-21 08:02:00, 2458017.95972,   12h58m51.3s, -1°14'33.0", -4.12, 2.01%, 0.002598, +16°16'19.9"
2017-09-21 14:02:00, 2458018.20972,   13h08m22.2s, -2°21'22.7", -6.01, 2.61%, 0.002561, +18°32'39.5"
2017-09-21 20:02:00, 2458018.45972,   13h16m32.1s, -3°23'37.3", -5.90, 3.18%, 0.002596, +20°29'27.9"
2017-09-22 02:02:00, 2458018.70972,   13h31m00.9s, -4°21'49.3", -6.74, 4.34%, 0.002649, +23°58'41.2"
2017-09-22 08:02:00, 2458018.95972,   13h47m17.1s, -5°25'33.3", -6.80, 5.85%, 0.002632, +27°54'59.2"
2017-09-22 14:02:00, 2458019.20972,   13h57m28.8s, -6°32'53.6", -7.57, 6.90%, 0.002590, +30°22'59.4"
2017-09-22 20:02:00, 2458019.45972,   14h05m06.7s, -7°29'01.7", -7.58, 7.72%, 0.002616, +32°11'22.4"
2017-09-23 02:02:00, 2458019.70972,   14h18m40.7s, -8°16'57.8", -7.94, 9.29%, 0.002673, +35°23'51.7"
2017-09-23 08:02:00, 2458019.95972,   14h35m11.8s, -9°14'49.0", -8.09, 11.39%, 0.002665, +39°20'44.2"
2017-09-23 14:02:00, 2458020.20972,   14h46m13.9s, -10°20'13.5", -8.56, 12.89%, 0.002619, +41°59'05.7"
2017-09-23 20:02:00, 2458020.45972,   14h53m35.8s, -11°09'59.1", -8.61, 13.90%, 0.002634, +43°40'52.0"
2017-09-24 02:02:00, 2458020.70972,   15h06m18.1s, -11°45'49.4", -8.75, 15.72%, 0.002692, +46°36'21.1"
2017-09-24 08:02:00, 2458020.95972,   15h23m01.3s, -12°33'58.3", -8.94, 18.29%, 0.002693, +50°31'29.3"
2017-09-24 14:02:00, 2458021.20972,   15h35m01.2s, -13°34'42.9", -9.26, 20.23%, 0.002645, +53°20'05.0"
2017-09-24 20:02:00, 2458021.45972,   15h42m22.0s, -14°17'59.6", -9.35, 21.39%, 0.002649, +54°58'11.8"
2017-09-25 02:02:00, 2458021.70972,   15h54m15.2s, -14°40'57.4", -9.30, 23.32%, 0.002705, +57°37'32.7"
2017-09-25 08:02:00, 2458021.95972,   16h11m05.3s, -15°16'18.4", -9.57, 26.24%, 0.002714, +61°29'18.7"
2017-09-25 14:02:00, 2458022.20972,   16h24m07.5s, -16°09'28.8", -9.78, 28.56%, 0.002667, +64°28'12.0"
2017-09-25 20:02:00, 2458022.45972,   16h31m41.0s, -16°46'02.0", -9.92, 29.85%, 0.002659, +66°05'52.8"
2017-09-26 02:02:00, 2458022.70972,   16h42m46.9s, -16°56'09.8", -9.59, 31.80%, 0.002711, +68°30'36.9"
2017-09-26 08:02:00, 2458022.95972,   16h59m36.0s, -17°16'28.1", -10.06, 34.92%, 0.002728, +72°17'50.1"
2017-09-26 14:02:00, 2458023.20972,   17h13m41.2s, -17°59'09.4", -10.16, 37.57%, 0.002682, +75°27'05.4"
2017-09-26 20:02:00, 2458023.45972,   17h21m40.0s, -18°28'24.5", -10.38, 38.99%, 0.002662, +77°07'37.2"
2017-09-27 02:02:00, 2458023.70972,   17h32m00.4s, -18°26'20.1", -8.93, 40.87%, 0.002708, +79°19'43.8"
2017-09-27 08:02:00, 2458023.95972,   17h48m38.1s, -18°30'16.1", -10.46, 44.06%, 0.002733, +83°01'32.6"
2017-09-27 14:02:00, 2458024.20972,   18h03m43.0s, -18°59'46.3", -10.37, 46.95%, 0.002689, +86°21'12.5"
2017-09-27 20:02:00, 2458024.45972,   18h12m17.9s, -19°20'44.3", -10.76, 48.50%, 0.002659, +88°07'50.3"
2017-09-28 02:02:00, 2458024.70972,   18h21m55.3s, -19°07'26.5", -8.70, 50.27%, 0.002697, +90°09'39.1"
